% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
4.201	0	0	421	2	7	28	9422	0
4.202	0	0	421	3	9	28	9422	0
4.203	0	0	421	4	62	24	6882	0
4.204	0	0	421	5	22	26	7708	0
4.205	0	0	421	6	12	28	9422	0
4.206	0	0	421	7	20	24	6882	0
4.207	0	0	421	8	14	26	7708	0
4.208	0	0	421	9	8	28	9422	0
4.209	0	0	421	10	43	26	7708	0
4.21	0	0	422	1	34	24	6882	0
4.211	0	0	422	2	40	26	7708	0
4.212	0	0	422	3	18	28	9422	0
4.213	0	0	422	4	66	24	6882	0
4.214	0	0	422	5	67	26	7708	0
4.215	0	0	422	6	61	24	6882	0
4.216	0	0	422	7	39	26	7708	0
4.217	0	0	422	8	13	26	7708	0
4.218	0	0	422	9	27	28	9422	0
4.219	0	0	422	10	41	28	9422	0
4.22	0	0	423	1	55	26	7708	0
4.221	0	0	423	2	17	28	9422	0
4.222	0	0	423	3	25	26	7708	0
4.223	0	0	423	4	70	24	6882	0
4.224	0	0	423	5	15	28	9422	0
4.225	0	0	423	6	37	24	6882	0
4.226	0	0	423	7	1	28	9422	0
4.227	0	0	423	8	16	28	9422	0
4.228	0	0	423	9	38	28	9422	0
4.229	0	0	423	10	48	24	6882	0
4.23	0	0	424	1	46	26	7708	0
4.231	0	0	424	2	47	28	9422	0
4.232	0	0	424	3	60	28	9422	0
4.234	0	0	424	5	49	26	7708	0
4.235	0	0	424	6	57	26	7708	0
4.236	0	0	424	7	64	28	9422	0
4.237	0	0	424	8	68	28	9422	0
4.238	0	0	424	9	35	28	9422	0
4.239	0	0	424	10	2	24	6882	0
4.24	0	0	425	1	71	24	6882	0
4.241	0	0	425	2	3	24	6882	0
4.242	0	0	425	3	26	28	9422	0
4.243	0	0	425	4	21	24	6882	0
4.244	0	0	425	5	5	24	6882	0
4.245	0	0	425	6	13	26	7708	0
4.246	0	0	425	7	7	28	9422	0
4.247	0	0	425	8	9	28	9422	0
4.248	0	0	425	9	62	24	6882	0
4.249	0	0	425	10	22	26	7708	0
4.25	0	0	426	1	12	28	9422	0
4.251	0	0	426	2	66	24	6882	0
4.252	0	0	426	3	20	24	6882	0
4.253	0	0	426	4	14	26	7708	0
4.254	0	0	426	5	8	28	9422	0
4.255	0	0	426	6	34	24	6882	0
4.256	0	0	426	7	18	28	9422	0
4.257	0	0	426	8	67	26	7708	0
4.258	0	0	426	9	61	24	6882	0
4.259	0	0	426	10	39	26	7708	0
4.26	0	0	427	1	27	28	9422	0
4.261	0	0	427	2	41	28	9422	0
4.262	0	0	427	3	17	28	9422	0
4.263	0	0	427	4	25	26	7708	0
4.264	0	0	427	5	70	24	6882	0
4.265	0	0	427	6	37	24	6882	0
4.266	0	0	427	7	47	28	9422	0
4.267	0	0	427	8	38	28	9422	0
4.268	0	0	427	9	48	24	6882	0
4.269	0	0	427	10	49	26	7708	0
4.27	0	0	428	1	57	26	7708	0
4.271	0	0	428	2	64	28	9422	0
4.272	0	0	428	3	68	28	9422	0
4.273	0	0	428	4	2	24	6882	0
4.274	0	0	428	5	71	24	6882	0
4.275	0	0	428	6	13	26	7708	0
4.276	0	0	428	7	3	24	6882	0
4.277	0	0	428	8	26	28	9422	0
4.278	0	0	428	9	21	24	6882	0
4.279	0	0	428	10	5	24	6882	0
4.28	0	0	429	1	7	28	9422	0
4.281	0	0	429	2	9	28	9422	0
4.282	0	0	429	3	62	24	6882	0
4.283	0	0	429	4	22	26	7708	0
4.284	0	0	429	5	12	28	9422	0
4.285	0	0	429	6	66	24	6882	0
4.286	0	0	429	7	20	24	6882	0
4.287	0	0	429	8	14	26	7708	0
4.288	0	0	429	9	8	28	9422	0
4.289	0	0	429	10	34	24	6882	0
4.29	0	0	430	1	18	28	9422	0
4.291	0	0	430	2	61	24	6882	0
4.292	0	0	430	3	39	26	7708	0
4.293	0	0	430	4	41	28	9422	0
4.294	0	0	430	5	35	28	9422	0
4.295	0	0	430	6	40	26	7708	0
4.296	0	0	430	7	17	28	9422	0
4.297	0	0	430	8	25	26	7708	0
4.298	0	0	430	9	37	24	6882	0
4.299	0	0	430	10	65	28	9422	0
4.3	0	0	431	1	4	24	6882	0
4.301	0	0	431	2	70	24	6882	0
4.302	0	0	431	3	38	28	9422	0
4.303	0	0	431	4	48	24	6882	0
4.305	0	0	431	6	49	26	7708	0
4.306	0	0	431	7	57	26	7708	0
4.307	0	0	431	8	64	28	9422	0
4.308	0	0	431	9	68	28	9422	0
4.309	0	0	431	10	71	24	6882	0
4.31	0	0	432	1	13	26	7708	0
4.311	0	0	432	2	3	24	6882	0
4.312	0	0	432	3	26	28	9422	0
4.313	0	0	432	4	21	24	6882	0
4.314	0	0	432	5	5	24	6882	0
4.315	0	0	432	6	7	28	9422	0
4.316	0	0	432	7	9	28	9422	0
4.317	0	0	432	8	62	24	6882	0
4.318	0	0	432	9	22	26	7708	0
4.319	0	0	432	10	12	28	9422	0
4.32	0	0	433	1	66	24	6882	0
4.321	0	0	433	2	20	24	6882	0
4.322	0	0	433	3	14	26	7708	0
4.323	0	0	433	4	8	28	9422	0
4.324	0	0	433	5	18	28	9422	0
4.325	0	0	433	6	34	24	6882	0
4.326	0	0	433	7	61	24	6882	0
4.327	0	0	433	8	39	26	7708	0
4.328	0	0	433	9	41	28	9422	0
4.329	0	0	433	10	1	28	9422	0
4.33	0	0	434	1	17	28	9422	0
4.331	0	0	434	2	25	26	7708	0
4.332	0	0	434	3	37	24	6882	0
4.333	0	0	434	4	38	28	9422	0
4.334	0	0	434	5	48	24	6882	0
4.335	0	0	434	6	40	26	7708	0
4.336	0	0	434	7	70	24	6882	0
4.337	0	0	434	8	45	28	9422	0
4.338	0	0	434	9	49	26	7708	0
4.34	0	0	435	1	57	26	7708	0
4.341	0	0	435	2	64	28	9422	0
4.342	0	0	435	3	68	28	9422	0
4.343	0	0	435	4	71	24	6882	0
4.344	0	0	435	5	15	28	9422	0
4.345	0	0	435	6	47	28	9422	0
4.346	0	0	435	7	13	26	7708	0
4.347	0	0	435	8	56	28	9422	0
4.348	0	0	435	9	3	24	6882	0
4.349	0	0	435	10	19	24	6882	0
4.35	0	0	436	1	21	24	6882	0
4.351	0	0	436	2	5	24	6882	0
4.352	0	0	436	3	7	28	9422	0
4.353	0	0	436	4	9	28	9422	0
4.354	0	0	436	5	62	24	6882	0
4.355	0	0	436	6	28	28	9422	0
4.356	0	0	436	7	28	28	9422	0
4.357	0	0	436	8	28	28	9422	0
4.358	0	0	436	9	45	28	9422	0
4.359	0	0	436	10	12	28	9422	0
4.36	0	0	437	1	66	24	6882	0
4.361	0	0	437	2	45	28	9422	0
4.362	0	0	437	3	14	26	7708	0
4.363	0	0	437	4	8	28	9422	0
4.364	0	0	437	5	34	24	6882	0
4.365	0	0	437	6	18	28	9422	0
4.366	0	0	437	7	46	26	7708	0
4.367	0	0	437	8	46	26	7708	0
4.368	0	0	437	9	39	26	7708	0
4.369	0	0	437	10	4	24	6882	0
4.37	0	0	438	1	1	28	9422	0
4.371	0	0	438	2	41	28	9422	0
4.372	0	0	438	3	17	28	9422	0
4.373	0	0	438	4	25	26	7708	0
4.374	0	0	438	5	37	24	6882	0
4.375	0	0	438	6	70	24	6882	0
4.376	0	0	438	7	56	28	9422	0
4.377	0	0	438	8	26	28	9422	0
4.378	0	0	438	9	47	28	9422	0
4.379	0	0	438	10	20	24	6882	0
4.38	0	0	439	1	56	28	9422	0
4.381	0	0	439	2	38	28	9422	0
4.382	0	0	439	3	48	24	6882	0
4.383	0	0	439	4	40	26	7708	0
4.384	0	0	439	5	49	26	7708	0
4.385	0	0	439	6	57	26	7708	0
4.386	0	0	439	7	64	28	9422	0
4.387	0	0	439	8	68	28	9422	0
4.388	0	0	439	9	71	24	6882	0
4.389	0	0	439	10	13	26	7708	0
4.39	0	0	440	1	3	24	6882	0
4.391	0	0	440	2	43	26	7708	0
4.392	0	0	440	3	35	28	9422	0
4.393	0	0	440	4	45	28	9422	0
4.394	0	0	440	5	21	24	6882	0
4.395	0	0	440	6	5	24	6882	0
4.396	0	0	440	7	43	26	7708	0
4.397	0	0	440	8	7	28	9422	0
4.398	0	0	440	9	28	28	9422	0
4.399	0	0	440	10	9	28	9422	0
4.4	0	0	441	1	62	24	6882	0
4.401	0	0	441	2	12	28	9422	0
4.402	0	0	441	3	66	24	6882	0
4.403	0	0	441	4	14	26	7708	0
4.404	0	0	441	5	8	28	9422	0
4.405	0	0	441	6	47	28	9422	0
4.406	0	0	441	7	26	28	9422	0
4.407	0	0	441	8	34	24	6882	0
4.408	0	0	441	9	20	24	6882	0
4.409	0	0	441	10	29	28	9422	0
4.41	0	0	442	1	18	28	9422	0
4.411	0	0	442	2	43	26	7708	0
4.412	0	0	442	3	22	26	7708	0
4.413	0	0	442	4	39	26	7708	0
4.414	0	0	442	5	1	28	9422	0
4.415	0	0	442	6	41	28	9422	0
4.416	0	0	442	7	17	28	9422	0
4.417	0	0	442	8	19	24	6882	0
4.418	0	0	442	9	25	26	7708	0
4.419	0	0	442	10	37	24	6882	0
4.42	0	0	443	1	56	28	9422	0
4.421	0	0	443	2	38	28	9422	0
4.422	0	0	443	3	48	24	6882	0
4.423	0	0	443	4	40	26	7708	0
4.424	0	0	443	5	49	26	7708	0
4.425	0	0	443	6	57	26	7708	0
4.426	0	0	443	7	64	28	9422	0
4.427	0	0	443	8	68	28	9422	0
4.428	0	0	443	9	71	24	6882	0
4.429	0	0	443	10	13	26	7708	0
4.43	0	0	444	1	3	24	6882	0
4.431	0	0	444	2	45	28	9422	0
4.432	0	0	444	3	21	24	6882	0
4.433	0	0	444	4	5	24	6882	0
4.434	0	0	444	5	46	26	7708	0
4.435	0	0	444	6	7	28	9422	0
4.436	0	0	444	7	22	26	7708	0
4.437	0	0	444	8	28	28	9422	0
4.438	0	0	444	9	9	28	9422	0
4.439	0	0	444	10	62	24	6882	0
4.44	0	0	445	1	12	28	9422	0
4.441	0	0	445	2	14	26	7708	0
4.442	0	0	445	3	8	28	9422	0
4.443	0	0	445	4	47	28	9422	0
4.444	0	0	445	5	34	24	6882	0
4.445	0	0	445	6	66	24	6882	0
4.446	0	0	445	7	20	24	6882	0
4.447	0	0	445	8	43	26	7708	0
4.448	0	0	445	9	39	26	7708	0
4.449	0	0	445	10	1	28	9422	0
4.45	0	0	446	1	41	28	9422	0
4.451	0	0	446	2	10	26	7708	0
4.452	0	0	446	3	10	26	7708	0
4.453	0	0	446	4	10	26	7708	0
4.454	0	0	446	5	17	28	9422	0
4.455	0	0	446	6	25	26	7708	0
4.456	0	0	446	7	37	24	6882	0
4.457	0	0	446	8	18	28	9422	0
4.458	0	0	446	9	56	28	9422	0
4.459	0	0	446	10	38	28	9422	0
4.46	0	0	447	1	48	24	6882	0
4.461	0	0	447	2	49	26	7708	0
4.462	0	0	447	3	57	26	7708	0
4.463	0	0	447	4	64	28	9422	0
4.464	0	0	447	5	68	28	9422	0
4.465	0	0	447	6	71	24	6882	0
4.466	0	0	447	7	13	26	7708	0
4.467	0	0	447	8	3	24	6882	0
4.468	0	0	447	9	45	28	9422	0
4.469	0	0	447	10	5	24	6882	0
4.47	0	0	448	1	7	28	9422	0
4.471	0	0	448	2	28	28	9422	0
4.472	0	0	448	3	9	28	9422	0
4.473	0	0	448	4	62	24	6882	0
4.474	0	0	448	5	12	28	9422	0
4.475	0	0	448	6	22	26	7708	0
4.476	0	0	448	7	14	26	7708	0
4.477	0	0	448	8	29	28	9422	0
4.478	0	0	448	9	66	24	6882	0
4.479	0	0	448	10	8	28	9422	0
4.48	0	0	449	1	29	28	9422	0
4.481	0	0	449	2	47	28	9422	0
4.482	0	0	449	3	34	24	6882	0
4.483	0	0	449	4	20	24	6882	0
4.484	0	0	449	5	43	26	7708	0
4.485	0	0	449	6	39	26	7708	0
4.486	0	0	449	7	18	28	9422	0
4.487	0	0	449	8	41	28	9422	0
4.488	0	0	449	9	10	26	7708	0
4.489	0	0	449	10	17	28	9422	0
4.49	0	0	450	1	65	28	9422	0
4.491	0	0	450	2	25	26	7708	0
4.492	0	0	450	3	37	24	6882	0
4.493	0	0	450	4	56	28	9422	0
4.494	0	0	450	5	38	28	9422	0
4.495	0	0	450	6	48	24	6882	0
4.496	0	0	450	7	1	28	9422	0
4.497	0	0	450	8	60	28	9422	0
4.498	0	0	450	9	60	28	9422	0
4.499	0	0	450	10	49	26	7708	0
4.5	0	0	451	1	57	26	7708	0
4.501	0	0	451	2	64	28	9422	0
4.502	0	0	451	3	68	28	9422	0
4.503	0	0	451	4	46	26	7708	0
4.504	0	0	451	5	4	24	6882	0
4.505	0	0	451	6	71	24	6882	0
4.506	0	0	451	7	13	26	7708	0
4.507	0	0	451	8	22	26	7708	0
4.508	0	0	451	9	3	24	6882	0
4.509	0	0	451	10	45	28	9422	0
4.51	0	0	452	1	5	24	6882	0
4.511	0	0	452	2	7	28	9422	0
4.512	0	0	452	3	28	28	9422	0
4.513	0	0	452	4	9	28	9422	0
4.514	0	0	452	5	21	24	6882	0
4.515	0	0	452	6	62	24	6882	0
4.516	0	0	452	7	12	28	9422	0
4.517	0	0	452	8	14	26	7708	0
4.518	0	0	452	9	66	24	6882	0
4.519	0	0	452	10	8	28	9422	0
4.52	0	0	453	1	34	24	6882	0
4.521	0	0	453	2	20	24	6882	0
4.522	0	0	453	3	43	26	7708	0
4.523	0	0	453	4	39	26	7708	0
4.525	0	0	453	6	18	28	9422	0
4.526	0	0	453	7	41	28	9422	0
4.527	0	0	453	8	10	26	7708	0
4.528	0	0	453	9	17	28	9422	0
4.529	0	0	453	10	25	26	7708	0
4.53	0	0	454	1	37	24	6882	0
4.531	0	0	454	2	56	28	9422	0
4.532	0	0	454	3	38	28	9422	0
4.533	0	0	454	4	48	24	6882	0
4.534	0	0	454	5	49	26	7708	0
4.535	0	0	454	6	57	26	7708	0
4.536	0	0	454	7	1	28	9422	0
4.537	0	0	454	8	64	28	9422	0
4.538	0	0	454	9	68	28	9422	0
4.539	0	0	454	10	71	24	6882	0
4.54	0	0	455	1	13	26	7708	0
4.541	0	0	455	2	22	26	7708	0
4.542	0	0	455	3	3	24	6882	0
4.543	0	0	455	4	45	28	9422	0
4.544	0	0	455	5	5	24	6882	0
4.545	0	0	455	6	47	28	9422	0
4.546	0	0	455	7	7	28	9422	0
4.547	0	0	455	8	28	28	9422	0
4.548	0	0	455	9	9	28	9422	0
4.549	0	0	455	10	62	24	6882	0
4.55	0	0	456	1	12	28	9422	0
4.551	0	0	456	2	14	26	7708	0
4.552	0	0	456	3	66	24	6882	0
4.553	0	0	456	4	19	24	6882	0
4.554	0	0	456	5	8	28	9422	0
4.555	0	0	456	6	20	24	6882	0
4.556	0	0	456	7	43	26	7708	0
4.557	0	0	456	8	39	26	7708	0
4.558	0	0	456	9	34	24	6882	0
4.559	0	0	456	10	21	24	6882	0
4.56	0	0	457	1	18	28	9422	0
4.561	0	0	457	2	41	28	9422	0
4.562	0	0	457	3	10	26	7708	0
4.563	0	0	457	4	17	28	9422	0
4.564	0	0	457	5	47	28	9422	0
4.565	0	0	457	6	25	26	7708	0
4.566	0	0	457	7	37	24	6882	0
4.567	0	0	457	8	1	28	9422	0
4.568	0	0	457	9	56	28	9422	0
4.569	0	0	457	10	29	28	9422	0
4.57	0	0	458	1	60	28	9422	0
4.571	0	0	458	2	46	26	7708	0
4.572	0	0	458	3	38	28	9422	0
4.573	0	0	458	4	48	24	6882	0
4.574	0	0	458	5	49	26	7708	0
4.575	0	0	458	6	16	28	9422	0
4.576	0	0	458	7	35	28	9422	0
4.577	0	0	458	8	35	28	9422	0
4.578	0	0	458	9	57	26	7708	0
4.579	0	0	458	10	64	28	9422	0
4.58	0	0	459	1	16	28	9422	0
4.581	0	0	459	2	68	28	9422	0
4.582	0	0	459	3	71	24	6882	0
4.583	0	0	459	4	13	26	7708	0
4.584	0	0	459	5	22	26	7708	0
4.585	0	0	459	6	3	24	6882	0
4.586	0	0	459	7	45	28	9422	0
4.587	0	0	459	8	5	24	6882	0
4.588	0	0	459	9	7	28	9422	0
4.589	0	0	459	10	28	28	9422	0
4.59	0	0	460	1	9	28	9422	0
4.591	0	0	460	2	12	28	9422	0
4.592	0	0	460	3	19	24	6882	0
4.593	0	0	460	4	16	28	9422	0
4.594	0	0	460	5	14	26	7708	0
4.595	0	0	460	6	35	28	9422	0
4.596	0	0	460	7	66	24	6882	0
4.597	0	0	460	8	8	28	9422	0
4.598	0	0	460	9	62	24	6882	0
4.599	0	0	460	10	34	24	6882	0
4.6	0	0	461	1	20	24	6882	0
4.601	0	0	461	2	39	26	7708	0
4.602	0	0	461	3	21	24	6882	0
4.603	0	0	461	4	18	28	9422	0
4.604	0	0	461	5	41	28	9422	0
4.605	0	0	461	6	10	26	7708	0
4.606	0	0	461	7	17	28	9422	0
4.607	0	0	461	8	47	28	9422	0
4.608	0	0	461	9	25	26	7708	0
4.609	0	0	461	10	37	24	6882	0
4.61	0	0	462	1	56	28	9422	0
4.611	0	0	462	2	38	28	9422	0
4.612	0	0	462	3	48	24	6882	0
4.613	0	0	462	4	49	26	7708	0
4.614	0	0	462	5	57	26	7708	0
4.615	0	0	462	6	64	28	9422	0
4.616	0	0	462	7	40	26	7708	0
4.617	0	0	462	8	68	28	9422	0
4.618	0	0	462	9	71	24	6882	0
4.619	0	0	462	10	16	28	9422	0
4.62	0	0	463	1	19	24	6882	0
4.621	0	0	463	2	13	26	7708	0
4.622	0	0	463	3	22	26	7708	0
4.623	0	0	463	4	3	24	6882	0
4.624	0	0	463	5	45	28	9422	0
4.625	0	0	463	6	5	24	6882	0
4.626	0	0	463	7	7	28	9422	0
4.627	0	0	463	8	28	28	9422	0
4.628	0	0	463	9	9	28	9422	0
4.629	0	0	463	10	65	28	9422	0
4.63	0	0	464	1	12	28	9422	0
4.631	0	0	464	2	14	26	7708	0
4.632	0	0	464	3	66	24	6882	0
4.633	0	0	464	4	65	28	9422	0
4.634	0	0	464	5	8	28	9422	0
4.635	0	0	464	6	34	24	6882	0
4.636	0	0	464	7	20	24	6882	0
4.637	0	0	464	8	39	26	7708	0
4.638	0	0	464	9	21	24	6882	0
4.639	0	0	464	10	18	28	9422	0
4.64	0	0	465	1	46	26	7708	0
4.641	0	0	465	2	41	28	9422	0
4.642	0	0	465	3	67	26	7708	0
4.643	0	0	465	4	10	26	7708	0
4.645	0	0	465	6	17	28	9422	0
4.646	0	0	465	7	1	28	9422	0
4.647	0	0	465	8	47	28	9422	0
4.648	0	0	465	9	67	26	7708	0
4.649	0	0	465	10	25	26	7708	0
4.65	0	0	466	1	62	24	6882	0
4.651	0	0	466	2	37	24	6882	0
4.652	0	0	466	3	38	28	9422	0
4.653	0	0	466	4	48	24	6882	0
4.654	0	0	466	5	49	26	7708	0
4.655	0	0	466	6	57	26	7708	0
4.656	0	0	466	7	56	28	9422	0
4.657	0	0	466	8	64	28	9422	0
4.658	0	0	466	9	68	28	9422	0
4.659	0	0	466	10	71	24	6882	0
4.66	0	0	467	1	16	28	9422	0
4.661	0	0	467	2	22	26	7708	0
4.662	0	0	467	3	3	24	6882	0
4.663	0	0	467	4	43	26	7708	0
4.664	0	0	467	5	35	28	9422	0
4.665	0	0	467	6	45	28	9422	0
4.666	0	0	467	7	43	26	7708	0
4.667	0	0	467	8	5	24	6882	0
4.668	0	0	467	9	7	28	9422	0
4.669	0	0	467	10	28	28	9422	0
4.67	0	0	468	1	9	28	9422	0
4.671	0	0	468	2	12	28	9422	0
4.672	0	0	468	3	14	26	7708	0
4.673	0	0	468	4	8	28	9422	0
4.674	0	0	468	5	34	24	6882	0
4.675	0	0	468	6	20	24	6882	0
4.676	0	0	468	7	62	24	6882	0
4.677	0	0	468	8	39	26	7708	0
4.678	0	0	468	9	21	24	6882	0
4.679	0	0	468	10	18	28	9422	0
4.681	0	0	469	2	41	28	9422	0
4.682	0	0	469	3	13	26	7708	0
4.683	0	0	469	4	24	26	7708	0
4.684	0	0	469	5	65	28	9422	0
4.685	0	0	469	6	10	26	7708	0
4.686	0	0	469	7	17	28	9422	0
4.687	0	0	469	8	25	26	7708	0
4.688	0	0	469	9	44	26	7708	0
4.689	0	0	469	10	19	24	6882	0
4.69	0	0	470	1	37	24	6882	0
4.691	0	0	470	2	38	28	9422	0
4.692	0	0	470	3	56	28	9422	0
4.693	0	0	470	4	48	24	6882	0
4.694	0	0	470	5	49	26	7708	0
4.695	0	0	470	6	57	26	7708	0
4.696	0	0	470	7	64	28	9422	0
4.697	0	0	470	8	68	28	9422	0
4.698	0	0	470	9	71	24	6882	0
4.699	0	0	470	10	16	28	9422	0
4.7	0	0	471	1	22	26	7708	0
4.701	0	0	471	2	3	24	6882	0
4.702	0	0	471	3	45	28	9422	0
4.703	0	0	471	4	43	26	7708	0
4.704	0	0	471	5	29	28	9422	0
4.705	0	0	471	6	47	28	9422	0
4.706	0	0	471	7	5	24	6882	0
4.707	0	0	471	8	67	26	7708	0
4.708	0	0	471	9	7	28	9422	0
4.709	0	0	471	10	28	28	9422	0
4.71	0	0	472	1	13	26	7708	0
4.711	0	0	472	2	9	28	9422	0
4.712	0	0	472	3	12	28	9422	0
4.713	0	0	472	4	14	26	7708	0
4.714	0	0	472	5	8	28	9422	0
4.715	0	0	472	6	34	24	6882	0
4.716	0	0	472	7	20	24	6882	0
4.717	0	0	472	8	62	24	6882	0
4.718	0	0	472	9	39	26	7708	0
4.719	0	0	472	10	21	24	6882	0
4.72	0	0	473	1	18	28	9422	0
4.721	0	0	473	2	35	28	9422	0
4.722	0	0	473	3	41	28	9422	0
4.723	0	0	473	4	65	28	9422	0
4.724	0	0	473	5	10	26	7708	0
4.725	0	0	473	6	17	28	9422	0
4.726	0	0	473	7	25	26	7708	0
4.727	0	0	473	8	37	24	6882	0
4.728	0	0	473	9	1	28	9422	0
4.729	0	0	473	10	38	28	9422	0
4.73	0	0	474	1	56	28	9422	0
4.731	0	0	474	2	1	28	9422	0
4.732	0	0	474	3	48	24	6882	0
4.733	0	0	474	4	49	26	7708	0
4.734	0	0	474	5	57	26	7708	0
4.735	0	0	474	6	64	28	9422	0
4.736	0	0	474	7	68	28	9422	0
4.737	0	0	474	8	71	24	6882	0
4.738	0	0	474	9	16	28	9422	0
4.739	0	0	474	10	22	26	7708	0
4.74	0	0	475	1	3	24	6882	0
4.741	0	0	475	2	43	26	7708	0
4.742	0	0	475	3	5	24	6882	0
4.743	0	0	475	4	7	28	9422	0
4.744	0	0	475	5	28	28	9422	0
4.745	0	0	475	6	13	26	7708	0
4.746	0	0	475	7	45	28	9422	0
4.747	0	0	475	8	9	28	9422	0
4.748	0	0	475	9	12	28	9422	0
4.749	0	0	475	10	14	26	7708	0
4.75	0	0	476	1	24	26	7708	0
4.751	0	0	476	2	67	26	7708	0
4.752	0	0	476	3	34	24	6882	0
4.753	0	0	476	4	20	24	6882	0
4.754	0	0	476	5	62	24	6882	0
4.755	0	0	476	6	21	24	6882	0
4.756	0	0	476	7	18	28	9422	0
4.757	0	0	476	8	35	28	9422	0
4.758	0	0	476	9	65	28	9422	0
4.759	0	0	476	10	10	26	7708	0
4.76	0	0	477	1	8	28	9422	0
4.761	0	0	477	2	17	28	9422	0
4.762	0	0	477	3	41	28	9422	0
4.764	0	0	477	5	25	26	7708	0
4.765	0	0	477	6	37	24	6882	0
4.766	0	0	477	7	1	28	9422	0
4.767	0	0	477	8	38	28	9422	0
4.768	0	0	477	9	56	28	9422	0
4.769	0	0	477	10	48	24	6882	0
4.77	0	0	478	1	49	26	7708	0
4.771	0	0	478	2	57	26	7708	0
4.772	0	0	478	3	64	28	9422	0
4.773	0	0	478	4	68	28	9422	0
4.774	0	0	478	5	71	24	6882	0
4.775	0	0	478	6	46	26	7708	0
4.776	0	0	478	7	22	26	7708	0
4.777	0	0	478	8	4	24	6882	0
4.778	0	0	478	9	3	24	6882	0
4.779	0	0	478	10	45	28	9422	0
4.78	0	0	479	1	5	24	6882	0
4.781	0	0	479	2	16	28	9422	0
4.782	0	0	479	3	7	28	9422	0
4.783	0	0	479	4	28	28	9422	0
4.784	0	0	479	5	13	26	7708	0
4.785	0	0	479	6	9	28	9422	0
4.786	0	0	479	7	12	28	9422	0
4.787	0	0	479	8	15	28	9422	0
4.788	0	0	479	9	14	26	7708	0
4.789	0	0	479	10	34	24	6882	0
4.79	0	0	480	1	20	24	6882	0
4.791	0	0	480	2	8	28	9422	0
4.792	0	0	480	3	62	24	6882	0
4.793	0	0	480	4	43	26	7708	0
4.794	0	0	480	5	21	24	6882	0
4.795	0	0	480	6	18	28	9422	0
4.796	0	0	480	7	35	28	9422	0
4.797	0	0	480	8	65	28	9422	0
4.798	0	0	480	9	41	28	9422	0
4.799	0	0	480	10	10	26	7708	0
4.8	0	0	481	1	17	28	9422	0
4.801	0	0	481	2	67	26	7708	0
4.802	0	0	481	3	25	26	7708	0
4.803	0	0	481	4	37	24	6882	0
4.804	0	0	481	5	38	28	9422	0
4.805	0	0	481	6	48	24	6882	0
4.806	0	0	481	7	49	26	7708	0
4.807	0	0	481	8	57	26	7708	0
4.808	0	0	481	9	64	28	9422	0
4.809	0	0	481	10	15	28	9422	0
4.81	0	0	482	1	68	28	9422	0
4.811	0	0	482	2	71	24	6882	0
4.812	0	0	482	3	22	26	7708	0
4.813	0	0	482	4	3	24	6882	0
4.814	0	0	482	5	5	24	6882	0
4.815	0	0	482	6	45	28	9422	0
4.816	0	0	482	7	7	28	9422	0
4.817	0	0	482	8	28	28	9422	0
4.818	0	0	482	9	13	26	7708	0
4.819	0	0	482	10	9	28	9422	0
4.82	0	0	483	1	24	26	7708	0
4.821	0	0	483	2	12	28	9422	0
4.822	0	0	483	3	14	26	7708	0
4.823	0	0	483	4	16	28	9422	0
4.824	0	0	483	5	34	24	6882	0
4.825	0	0	483	6	20	24	6882	0
4.826	0	0	483	7	8	28	9422	0
4.827	0	0	483	8	62	24	6882	0
4.828	0	0	483	9	21	24	6882	0
4.829	0	0	483	10	18	28	9422	0
4.83	0	0	484	1	35	28	9422	0
4.831	0	0	484	2	65	28	9422	0
4.832	0	0	484	3	41	28	9422	0
4.833	0	0	484	4	10	26	7708	0
4.834	0	0	484	5	17	28	9422	0
4.835	0	0	484	6	56	28	9422	0
4.836	0	0	484	7	67	26	7708	0
4.837	0	0	484	8	25	26	7708	0
4.838	0	0	484	9	37	24	6882	0
4.839	0	0	484	10	38	28	9422	0
4.84	0	0	485	1	48	24	6882	0
4.841	0	0	485	2	49	26	7708	0
4.842	0	0	485	3	57	26	7708	0
4.843	0	0	485	4	64	28	9422	0
4.844	0	0	485	5	68	28	9422	0
4.845	0	0	485	6	71	24	6882	0
4.846	0	0	485	7	3	24	6882	0
4.848	0	0	485	9	4	24	6882	0
4.849	0	0	485	10	5	24	6882	0
4.85	0	0	486	1	45	28	9422	0
4.851	0	0	486	2	7	28	9422	0
4.852	0	0	486	3	28	28	9422	0
4.853	0	0	486	4	13	26	7708	0
4.854	0	0	486	5	9	28	9422	0
4.855	0	0	486	6	12	28	9422	0
4.856	0	0	486	7	14	26	7708	0
4.857	0	0	486	8	1	28	9422	0
4.858	0	0	486	9	34	24	6882	0
4.859	0	0	486	10	1	28	9422	0
4.86	0	0	487	1	36	28	9422	0
4.861	0	0	487	2	20	24	6882	0
4.862	0	0	487	3	8	28	9422	0
4.863	0	0	487	4	62	24	6882	0
4.864	0	0	487	5	36	28	9422	0
4.865	0	0	487	6	21	24	6882	0
4.866	0	0	487	7	18	28	9422	0
4.867	0	0	487	8	35	28	9422	0
4.868	0	0	487	9	65	28	9422	0
4.87	0	0	488	1	10	26	7708	0
4.871	0	0	488	2	17	28	9422	0
4.872	0	0	488	3	61	24	6882	0
4.873	0	0	488	4	67	26	7708	0
4.874	0	0	488	5	16	28	9422	0
